object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Medication/Antipsychotics,,Mental disorder,Prolonged depressive adjustment reaction,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Prolonged depressive adjustment reaction,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment disorder with mixed anxiety and depressed mood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment disorder with mixed anxiety and depressed mood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment disorder with mixed anxiety and depressed mood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment disorder with mixed anxiety and depressed mood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment disorder with mixed anxiety and depressed mood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment disorder with depressed mood in remission,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment disorder with depressed mood in remission,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment disorder with depressed mood in remission,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment disorder with depressed mood in remission,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment disorder with depressed mood in remission,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment disorder with mixed disturbance of emotions AND conduct,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment disorder with mixed disturbance of emotions AND conduct,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment disorder with mixed disturbance of emotions AND conduct,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment disorder with mixed disturbance of emotions AND conduct,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment disorder with mixed disturbance of emotions AND conduct,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment reaction with aggression,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment reaction with aggression,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment reaction with aggression,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment reaction with aggression,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment reaction with aggression,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment reaction with antisocial behavior,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment reaction with antisocial behavior,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment reaction with antisocial behavior,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment reaction with antisocial behavior,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment reaction with antisocial behavior,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment reaction with destructiveness,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment reaction with destructiveness,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment reaction with destructiveness,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment reaction with destructiveness,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment reaction with destructiveness,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment disorder with mixed disturbance of emotions and conduct in remission,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment disorder with mixed disturbance of emotions and conduct in remission,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment disorder with mixed disturbance of emotions and conduct in remission,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment disorder with mixed disturbance of emotions and conduct in remission,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment disorder with mixed disturbance of emotions and conduct in remission,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,adjustment disorder with anxiety and prolonged depressed mood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,adjustment disorder with anxiety and prolonged depressed mood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,adjustment disorder with anxiety and prolonged depressed mood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,adjustment disorder with anxiety and prolonged depressed mood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,adjustment disorder with anxiety and prolonged depressed mood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Adjustment disorder with anxious mood in remission,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Adjustment disorder with anxious mood in remission,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Adjustment disorder with anxious mood in remission,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Adjustment disorder with anxious mood in remission,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Adjustment disorder with anxious mood in remission,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Specific academic or work inhibition,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Specific academic or work inhibition,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Specific academic or work inhibition,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Specific academic or work inhibition,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Specific academic or work inhibition,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Early adult emancipation disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Early adult emancipation disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Early adult emancipation disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Early adult emancipation disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Early adult emancipation disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Specific work inhibition,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Specific work inhibition,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Specific work inhibition,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Specific work inhibition,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Specific work inhibition,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Stress-related problem,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Stress-related problem,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Stress-related problem,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Stress-related problem,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Stress-related problem,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Caregiver stress syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Caregiver stress syndrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Caregiver stress syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Caregiver stress syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Caregiver stress syndrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Stress reaction with psychomotor agitation,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Stress reaction with psychomotor agitation,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Stress reaction with psychomotor agitation,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Stress reaction with psychomotor agitation,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Stress reaction with psychomotor agitation,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychogenic fugue co-occurrent and due to stress reaction,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychogenic fugue co-occurrent and due to stress reaction,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychogenic fugue co-occurrent and due to stress reaction,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychogenic fugue co-occurrent and due to stress reaction,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychogenic fugue co-occurrent and due to stress reaction,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,reaction to chronic stress,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,reaction to chronic stress,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,reaction to chronic stress,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,reaction to chronic stress,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,reaction to chronic stress,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,acute reaction to stress with disturbance of emotions,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,acute reaction to stress with disturbance of emotions,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,acute reaction to stress with disturbance of emotions,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,acute reaction to stress with disturbance of emotions,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,acute reaction to stress with disturbance of emotions,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Anxiety disorder of childhood OR adolescence,False,False,False,False,False,False,False,
